# Undirected graph (each unordered pair of nodes is saved once): output_final.txt
# Nodes: 3000 Edges: 92119
# NodeId	NodeId
10	671
10	723
10	796
10	847
10	934
10	937
10	939
10	941
10	963
10	1003
10	1096
10	1122
10	1233
10	1321
10	1363
10	1380
10	1437
10	1547
10	1739
10	1807
10	1883
10	2113
10	2116
10	2874
11	82
11	85
11	88
11	89
11	103
11	115
11	120
11	123
11	125
11	126
11	155
11	158
11	160
11	170
11	178
11	189
11	194
11	200
11	208
11	229
11	249
11	250
11	258
11	283
11	286
11	295
11	310
11	342
11	352
11	374
11	395
11	459
11	475
11	498
11	501
11	540
11	551
11	559
11	578
11	588
11	613
11	617
11	673
11	682
11	687
11	690
11	694
11	762
11	763
11	966
11	968
11	1023
11	1042
11	1087
11	1120
11	1286
11	1324
11	1391
11	1455
11	1695
11	1781
11	1811
11	1823
11	1879
11	1951
11	1990
11	2008
11	2021
11	2089
11	2496
11	2600
11	2964
12	85
12	86
12	87
12	88
12	90
12	95
12	101
12	102
12	103
12	106
12	111
12	120
12	126
12	133
12	135
12	139
12	140
12	141
12	142
12	162
12	168
12	171
12	175
12	177
12	181
12	183
12	194
12	197
12	199
12	235
12	238
12	260
12	262
12	279
12	281
12	284
12	292
12	293
12	311
12	314
12	316
12	322
12	324
12	343
12	356
12	367
12	381
12	398
12	415
12	419
12	427
12	436
12	444
12	446
12	457
12	531
12	582
12	628
12	703
12	725
12	748
12	785
12	850
12	896
12	1036
12	1047
12	1107
12	1207
12	1329
12	1379
12	1380
12	1526
12	1564
12	1647
12	1720
12	2148
12	2309
12	2346
12	2441
12	2849
12	2907
13	85
13	86
13	88
13	91
13	92
13	93
13	96
13	97
13	102
13	107
13	109
13	117
13	118
13	125
13	134
13	148
13	153
13	154
13	158
13	179
13	185
13	227
13	235
13	237
13	247
13	271
13	279
13	280
13	281
13	283
13	284
13	287
13	347
13	398
13	406
13	424
13	446
13	483
13	549
13	572
13	594
13	658
13	734
13	783
13	792
13	814
13	851
13	914
13	941
13	943
13	989
13	1099
13	1160
13	1225
13	1248
13	1283
13	1313
13	1349
13	1351
13	1387
13	1416
13	1429
13	1679
13	1776
13	1877
13	1900
13	1907
13	2021
13	2059
13	2171
13	2203
13	2547
13	2891
14	80
14	82
14	84
14	88
14	95
14	99
14	119
14	122
14	123
14	129
14	130
14	144
14	146
14	153
14	155
14	167
14	174
14	177
14	185
14	187
14	203
14	227
14	234
14	235
14	290
14	291
14	301
14	302
14	305
14	316
14	344
14	373
14	389
14	394
14	411
14	421
14	466
14	509
14	510
14	512
14	532
14	592
14	607
14	658
14	668
14	694
14	736
14	768
14	786
14	790
14	819
14	845
14	871
14	904
14	910
14	987
14	1345
14	1361
14	1439
14	1481
14	1568
14	1592
14	1595
14	1912
14	1923
14	1936
14	2000
14	2021
14	2069
14	2122
14	2348
14	2418
14	2431
14	2555
14	2644
14	2743
14	2895
15	82
15	84
15	85
15	88
15	97
15	101
15	104
15	107
15	113
15	121
15	122
15	132
15	151
15	162
15	172
15	178
15	204
15	209
15	211
15	218
15	241
15	257
15	258
15	276
15	305
15	308
15	328
15	343
15	384
15	407
15	419
15	449
15	454
15	470
15	558
15	564
15	633
15	672
15	707
15	762
15	792
15	840
15	1050
15	1263
15	1404
15	1496
15	1535
15	1723
15	1772
15	1850
15	2007
15	2068
15	2719
15	2895
15	2931
16	82
16	83
16	84
16	85
16	92
16	97
16	98
16	99
16	100
16	101
16	107
16	118
16	120
16	121
16	123
16	125
16	130
16	147
16	169
16	188
16	212
16	224
16	240
16	242
16	269
16	282
16	315
16	335
16	336
16	340
16	430
16	447
16	453
16	483
16	552
16	607
16	639
16	702
16	714
16	718
16	730
16	789
16	796
16	917
16	990
16	996
16	1319
16	1462
16	1471
16	1507
16	1533
16	1716
16	1726
16	1805
16	1842
16	1940
16	2091
16	2166
16	2297
16	2425
16	2449
16	2463
16	2649
16	2918
17	80
17	83
17	85
17	89
17	94
17	100
17	102
17	103
17	106
17	107
17	108
17	110
17	115
17	116
17	123
17	124
17	125
17	153
17	160
17	163
17	180
17	235
17	253
17	256
17	270
17	289
17	291
17	303
17	321
17	330
17	343
17	344
17	387
17	415
17	448
17	451
17	480
17	615
17	637
17	749
17	754
17	761
17	786
17	887
17	900
17	902
17	939
17	1021
17	1036
17	1095
17	1098
17	1118
17	1119
17	1177
17	1291
17	1357
17	1402
17	1671
17	1701
17	1935
17	1956
17	2048
17	2083
17	2099
17	2436
17	2470
17	2619
17	2629
17	2657
17	2681
17	2715
17	2992
18	81
18	82
18	85
18	87
18	88
18	93
18	94
18	95
18	100
18	102
18	104
18	118
18	121
18	125
18	130
18	131
18	132
18	145
18	150
18	153
18	154
18	155
18	158
18	162
18	171
18	182
18	183
18	188
18	189
18	201
18	211
18	234
18	248
18	257
18	268
18	383
18	399
18	410
18	454
18	469
18	490
18	503
18	546
18	561
18	577
18	607
18	609
18	707
18	713
18	736
18	968
18	1001
18	1017
18	1085
18	1180
18	1211
18	1224
18	1304
18	1337
18	1380
18	1607
18	1724
18	1736
18	1744
18	2200
18	2296
18	2943
19	81
19	85
19	86
19	98
19	101
19	107
19	108
19	113
19	128
19	130
19	136
19	146
19	166
19	167
19	185
19	189
19	207
19	222
19	228
19	233
19	237
19	246
19	259
19	266
19	267
19	298
19	309
19	314
19	318
19	322
19	329
19	348
19	357
19	390
19	412
19	485
19	529
19	536
19	605
19	776
19	803
19	892
19	901
19	902
19	921
19	932
19	950
19	1098
19	1126
19	1134
19	1141
19	1277
19	1456
19	1479
19	1489
19	1636
19	1640
19	1804
19	2154
19	2277
19	2358
19	2536
19	2654
19	2839
19	2905
20	81
20	82
20	83
20	85
20	91
20	97
20	99
20	105
20	107
20	115
20	121
20	122
20	128
20	140
20	143
20	146
20	163
20	164
20	169
20	171
20	184
20	192
20	216
20	232
20	255
20	270
20	283
20	294
20	307
20	332
20	342
20	367
20	433
20	448
20	458
20	472
20	491
20	530
20	566
20	588
20	638
20	670
20	703
20	867
20	926
20	973
20	1043
20	1232
20	1343
20	1425
20	1526
20	1840
20	1920
20	1982
20	2093
20	2258
20	2341
20	2666
20	2730
20	2813
21	81
21	83
21	85
21	89
21	90
21	91
21	96
21	97
21	98
21	104
21	106
21	107
21	108
21	116
21	121
21	132
21	145
21	165
21	167
21	169
21	176
21	181
21	228
21	258
21	305
21	339
21	367
21	375
21	404
21	409
21	416
21	453
21	458
21	459
21	462
21	472
21	486
21	517
21	527
21	588
21	611
21	680
21	696
21	721
21	787
21	844
21	874
21	1262
21	1266
21	1337
21	1496
21	1654
21	2036
21	2040
21	2049
21	2194
21	2269
21	2463
21	2501
21	2560
21	2673
22	80
22	85
22	86
22	87
22	88
22	90
22	92
22	93
22	94
22	96
22	100
22	101
22	121
22	128
22	137
22	141
22	146
22	152
22	154
22	157
22	167
22	209
22	225
22	240
22	245
22	277
22	315
22	321
22	328
22	334
22	385
22	386
22	395
22	417
22	474
22	483
22	510
22	715
22	725
22	868
22	875
22	1059
22	1084
22	1151
22	1156
22	1167
22	1215
22	1423
22	1468
22	1487
22	1520
22	1532
22	1560
22	1583
22	1743
22	1744
22	1790
22	2007
22	2142
22	2188
22	2553
22	2676
22	2945
23	81
23	82
23	83
23	85
23	87
23	95
23	98
23	102
23	110
23	117
23	123
23	129
23	138
23	149
23	151
23	153
23	167
23	171
23	225
23	235
23	265
23	277
23	288
23	295
23	310
23	326
23	334
23	358
23	364
23	396
23	417
23	438
23	442
23	497
23	530
23	552
23	597
23	633
23	649
23	759
23	806
23	862
23	877
23	880
23	979
23	1110
23	1128
23	1227
23	1475
23	1525
23	2165
23	2397
23	2578
23	2633
23	2698
24	80
24	84
24	85
24	86
24	94
24	101
24	117
24	121
24	127
24	137
24	139
24	152
24	169
24	171
24	176
24	185
24	195
24	215
24	261
24	283
24	286
24	290
24	326
24	354
24	378
24	381
24	425
24	441
24	513
24	515
24	520
24	568
24	576
24	649
24	678
24	702
24	758
24	796
24	813
24	835
24	854
24	864
24	966
24	1031
24	1139
24	1201
24	1222
24	1227
24	1306
24	1307
24	1328
24	1409
24	1475
24	1568
24	1613
24	1627
24	1665
24	1721
24	1816
24	2006
24	2125
24	2301
24	2371
24	2391
24	2429
24	2492
24	2825
24	2858
24	2937
24	2989
25	81
25	85
25	86
25	88
25	89
25	99
25	104
25	111
25	125
25	130
25	148
25	151
25	153
25	158
25	167
25	172
25	175
25	177
25	192
25	193
25	212
25	220
25	264
25	274
25	280
25	285
25	295
25	296
25	301
25	310
25	360
25	393
25	410
25	427
25	438
25	472
25	483
25	506
25	584
25	599
25	665
25	838
25	885
25	1080
25	1085
25	1161
25	1204
25	1499
25	1681
25	1862
25	1909
25	2168
25	2328
25	2354
25	2372
25	2382
25	2484
25	2736
25	2822
26	80
26	83
26	85
26	88
26	90
26	91
26	99
26	101
26	105
26	120
26	121
26	126
26	129
26	146
26	148
26	153
26	154
26	155
26	161
26	167
26	175
26	177
26	192
26	195
26	196
26	207
26	243
26	267
26	294
26	301
26	303
26	350
26	380
26	423
26	434
26	507
26	524
26	595
26	608
26	624
26	626
26	628
26	689
26	710
26	920
26	927
26	933
26	957
26	994
26	1108
26	1123
26	1164
26	1201
26	1240
26	1333
26	1409
26	1480
26	1549
26	1649
26	1812
26	1933
26	2219
26	2446
26	2647
26	2997
27	86
27	88
27	91
27	95
27	100
27	102
27	107
27	112
27	125
27	127
27	131
27	132
27	150
27	176
27	177
27	204
27	209
27	285
27	301
27	310
27	362
27	434
27	448
27	469
27	521
27	538
27	576
27	580
27	611
27	714
27	777
27	803
27	828
27	911
27	935
27	984
27	1117
27	1124
27	1143
27	1219
27	1238
27	1300
27	1339
27	1625
27	1638
27	1676
27	1701
27	1846
27	1874
27	2066
27	2236
27	2595
28	80
28	81
28	84
28	85
28	88
28	89
28	94
28	101
28	102
28	103
28	104
28	105
28	110
28	119
28	120
28	121
28	132
28	144
28	150
28	162
28	167
28	178
28	190
28	215
28	224
28	229
28	231
28	238
28	244
28	245
28	279
28	293
28	340
28	358
28	373
28	389
28	454
28	464
28	506
28	637
28	652
28	911
28	1084
28	1160
28	1284
28	1459
28	1463
28	1574
28	1590
28	1617
28	1664
28	1689
28	1782
28	1821
28	1840
28	2190
28	2462
28	2609
28	2614
28	2682
28	2687
28	2700
28	2746
28	2750
28	2887
29	80
29	81
29	83
29	85
29	86
29	95
29	101
29	102
29	109
29	113
29	116
29	119
29	122
29	129
29	145
29	146
29	153
29	155
29	160
29	167
29	177
29	184
29	186
29	187
29	204
29	234
29	247
29	258
29	288
29	295
29	299
29	307
29	330
29	339
29	357
29	382
29	404
29	415
29	429
29	440
29	461
29	468
29	472
29	484
29	516
29	530
29	558
29	605
29	613
29	652
29	692
29	705
29	711
29	774
29	788
29	932
29	954
29	993
29	1031
29	1047
29	1070
29	1304
29	1311
29	1325
29	1451
29	1615
29	1703
29	1748
29	1804
29	2082
29	2116
29	2122
29	2264
29	2280
29	2322
29	2363
29	2504
29	2548
29	2607
29	2624
29	2636
29	2929
30	83
30	84
30	85
30	88
30	92
30	99
30	100
30	102
30	106
30	109
30	110
30	114
30	118
30	125
30	128
30	129
30	137
30	140
30	142
30	143
30	144
30	146
30	147
30	149
30	151
30	158
30	164
30	170
30	175
30	185
30	191
30	201
30	205
30	206
30	213
30	214
30	236
30	237
30	240
30	254
30	256
30	258
30	272
30	285
30	300
30	303
30	315
30	346
30	370
30	385
30	391
30	413
30	452
30	474
30	494
30	502
30	589
30	595
30	659
30	686
30	693
30	773
30	780
30	801
30	948
30	963
30	1015
30	1020
30	1052
30	1093
30	1169
30	1325
30	1416
30	1448
30	1472
30	1537
30	1774
30	1807
30	1868
30	1884
30	1931
30	1944
30	2465
30	2651
30	2659
30	2677
30	2701
30	2761
30	2769
31	85
31	86
31	88
31	100
31	101
31	102
31	104
31	109
31	114
31	120
31	128
31	136
31	143
31	200
31	207
31	306
31	307
31	314
31	336
31	412
31	546
31	551
31	568
31	595
31	670
31	696
31	714
31	740
31	754
31	765
31	803
31	1090
31	1131
31	1166
31	1174
31	1259
31	1270
31	1366
31	1467
31	1490
31	1610
31	1626
31	1798
31	1852
31	2023
31	2582
31	2704
31	2900
32	80
32	83
32	85
32	88
32	89
32	101
32	102
32	105
32	108
32	110
32	123
32	146
32	148
32	159
32	162
32	182
32	192
32	216
32	229
32	275
32	289
32	311
32	314
32	340
32	346
32	351
32	412
32	415
32	428
32	436
32	451
32	489
32	552
32	572
32	620
32	646
32	651
32	668
32	803
32	835
32	925
32	945
32	1332
32	1351
32	1536
32	1541
32	2106
32	2164
32	2287
32	2414
32	2546
32	2650
32	2820
32	2868
32	2976
33	80
33	83
33	84
33	85
33	88
33	91
33	94
33	101
33	106
33	107
33	109
33	121
33	123
33	134
33	136
33	145
33	146
33	148
33	157
33	161
33	170
33	199
33	214
33	221
33	259
33	272
33	289
33	314
33	349
33	368
33	397
33	430
33	492
33	507
33	548
33	578
33	603
33	620
33	738
33	742
33	806
33	812
33	825
33	915
33	990
33	1008
33	1029
33	1246
33	1268
33	1363
33	1422
33	1432
33	1491
33	1728
33	1868
33	2082
33	2198
33	2363
33	2449
33	2625
33	2969
34	80
34	81
34	82
34	85
34	86
34	88
34	90
34	92
34	94
34	99
34	100
34	105
34	113
34	121
34	129
34	131
34	143
34	146
34	155
34	160
34	165
34	173
34	180
34	205
34	238
34	279
34	283
34	330
34	337
34	366
34	392
34	403
34	407
34	410
34	482
34	495
34	496
34	528
34	529
34	550
34	578
34	584
34	645
34	677
34	735
34	794
34	843
34	893
34	925
34	1059
34	1183
34	1392
34	1428
34	1510
34	1683
34	2124
34	2205
34	2561
34	2739
34	2836
35	83
35	84
35	85
35	88
35	89
35	92
35	94
35	102
35	105
35	106
35	107
35	123
35	124
35	125
35	126
35	128
35	133
35	135
35	139
35	143
35	148
35	153
35	157
35	168
35	171
35	172
35	180
35	183
35	191
35	205
35	220
35	225
35	259
35	277
35	283
35	297
35	347
35	360
35	361
35	443
35	499
35	512
35	514
35	580
35	582
35	597
35	604
35	654
35	673
35	684
35	709
35	737
35	811
35	817
35	863
35	1114
35	1155
35	1157
35	1192
35	1335
35	1548
35	1584
35	1645
35	1725
35	1926
35	1935
35	2012
35	2154
35	2188
35	2692
36	90
36	91
36	105
36	109
36	110
36	121
36	122
36	125
36	128
36	142
36	153
36	155
36	162
36	172
36	193
36	202
36	210
36	224
36	225
36	248
36	255
36	265
36	291
36	301
36	399
36	466
36	535
36	550
36	584
36	608
36	629
36	654
36	660
36	706
36	714
36	715
36	795
36	796
36	800
36	916
36	925
36	1013
36	1176
36	1248
36	1280
36	1535
36	1706
36	1801
36	1883
36	1917
36	1978
36	2284
36	2380
36	2542
37	83
37	84
37	85
37	88
37	89
37	102
37	103
37	104
37	107
37	108
37	114
37	116
37	117
37	121
37	130
37	146
37	157
37	164
37	165
37	167
37	171
37	174
37	188
37	226
37	332
37	335
37	361
37	431
37	433
37	495
37	584
37	612
37	625
37	664
37	704
37	709
37	721
37	800
37	835
37	845
37	846
37	852
37	943
37	953
37	973
37	1004
37	1370
37	1390
37	1447
37	1466
37	1512
37	1515
37	1553
37	1715
37	2329
37	2379
37	2596
37	2735
37	2865
38	82
38	87
38	92
38	96
38	97
38	101
38	102
38	104
38	124
38	140
38	145
38	148
38	165
38	173
38	186
38	187
38	200
38	202
38	206
38	228
38	257
38	275
38	285
38	306
38	315
38	323
38	331
38	335
38	345
38	386
38	395
38	403
38	422
38	456
38	467
38	491
38	502
38	531
38	543
38	607
38	612
38	627
38	670
38	685
38	700
38	717
38	767
38	863
38	881
38	939
38	944
38	962
38	974
38	986
38	1016
38	1034
38	1044
38	1094
38	1241
38	1278
38	1324
38	1428
38	1460
38	1563
38	1688
38	1744
38	2025
38	2027
38	2038
38	2199
38	2457
38	2868
38	2968
39	81
39	82
39	83
39	85
39	88
39	89
39	96
39	101
39	102
39	104
39	107
39	112
39	121
39	126
39	127
39	133
39	134
39	143
39	147
39	151
39	156
39	167
39	171
39	182
39	187
39	202
39	205
39	227
39	249
39	281
39	294
39	318
39	320
39	390
39	428
39	471
39	511
39	512
39	547
39	554
39	595
39	628
39	701
39	719
39	827
39	837
39	848
39	903
39	949
39	996
39	1041
39	1086
39	1104
39	1114
39	1126
39	1163
39	1186
39	1331
39	1576
39	1689
39	1826
39	2053
39	2060
39	2151
39	2249
39	2530
39	2554
39	2612
40	84
40	85
40	86
40	88
40	90
40	92
40	94
40	98
40	103
40	104
40	107
40	109
40	112
40	113
40	115
40	119
40	121
40	130
40	137
40	148
40	149
40	152
40	177
40	183
40	184
40	190
40	202
40	231
40	254
40	263
40	285
40	320
40	335
40	393
40	398
40	399
40	400
40	430
40	461
40	526
40	531
40	546
40	572
40	603
40	618
40	637
40	665
40	715
40	720
40	744
40	778
40	870
40	926
40	927
40	955
40	963
40	1243
40	1277
40	1288
40	1385
40	1399
40	1412
40	1526
40	1547
40	1554
40	1622
40	1837
40	1914
40	1919
40	1964
40	1998
40	2128
40	2225
40	2238
40	2503
40	2548
40	2905
41	81
41	85
41	87
41	90
41	94
41	95
41	97
41	100
41	101
41	105
41	107
41	109
41	110
41	113
41	115
41	125
41	127
41	135
41	144
41	146
41	148
41	165
41	175
41	176
41	182
41	190
41	196
41	212
41	266
41	273
41	282
41	287
41	289
41	299
41	303
41	312
41	323
41	336
41	343
41	359
41	362
41	370
41	372
41	416
41	435
41	465
41	482
41	508
41	567
41	592
41	648
41	649
41	688
41	702
41	746
41	840
41	842
41	904
41	921
41	998
41	1242
41	1415
41	1418
41	1677
41	1711
41	1718
41	1839
41	2134
41	2223
41	2289
41	2314
41	2471
41	2481
41	2740
41	2823
41	2838
42	80
42	82
42	91
42	92
42	93
42	94
42	96
42	99
42	101
42	102
42	109
42	112
42	127
42	128
42	131
42	136
42	137
42	150
42	151
42	159
42	172
42	173
42	175
42	181
42	184
42	187
42	188
42	193
42	197
42	203
42	237
42	248
42	255
42	273
42	296
42	303
42	313
42	317
42	390
42	416
42	444
42	475
42	484
42	510
42	588
42	602
42	605
42	606
42	615
42	630
42	675
42	719
42	720
42	741
42	789
42	791
42	813
42	868
42	924
42	946
42	1134
42	1161
42	1196
42	1210
42	1221
42	1389
42	1525
42	1601
42	1662
42	1755
42	1858
42	1929
42	1941
42	2102
42	2137
42	2262
42	2310
42	2359
42	2484
42	2492
42	2635
42	2739
42	2781
42	2874
42	2987
43	82
43	83
43	85
43	86
43	87
43	91
43	92
43	93
43	97
43	104
43	106
43	107
43	110
43	111
43	113
43	119
43	120
43	122
43	125
43	130
43	131
43	141
43	142
43	162
43	182
43	224
43	257
43	274
43	279
43	294
43	299
43	304
43	313
43	323
43	325
43	331
43	361
43	407
43	422
43	515
43	516
43	520
43	553
43	605
43	673
43	690
43	717
43	742
43	769
43	845
43	870
43	1037
43	1041
43	1044
43	1045
43	1054
43	1060
43	1147
43	1164
43	1168
43	1170
43	1193
43	1231
43	1298
43	1425
43	1741
43	1766
43	1937
43	1954
43	2039
43	2174
43	2324
43	2363
43	2517
43	2553
43	2564
43	2821
43	2912
43	2913
44	83
44	86
44	88
44	90
44	92
44	93
44	96
44	99
44	102
44	103
44	107
44	116
44	118
44	119
44	125
44	130
44	132
44	145
44	152
44	174
44	177
44	220
44	256
44	290
44	353
44	359
44	413
44	420
44	432
44	435
44	448
44	455
44	483
44	570
44	581
44	603
44	683
44	705
44	740
44	869
44	1050
44	1051
44	1174
44	1243
44	1358
44	1413
44	1504
44	1569
44	1575
44	1719
44	2006
44	2026
44	2077
44	2198
44	2570
44	2845
45	84
45	88
45	97
45	98
45	109
45	113
45	114
45	117
45	119
45	138
45	145
45	150
45	153
45	154
45	162
45	176
45	192
45	194
45	196
45	204
45	244
45	262
45	266
45	272
45	292
45	324
45	325
45	341
45	343
45	377
45	391
45	403
45	405
45	409
45	425
45	437
45	479
45	482
45	557
45	579
45	580
45	585
45	587
45	644
45	689
45	701
45	796
45	807
45	854
45	861
45	883
45	923
45	950
45	1154
45	1183
45	1230
45	1247
45	1308
45	1319
45	1345
45	1346
45	1358
45	1932
45	2082
45	2108
45	2417
45	2483
45	2571
45	2881
45	2897
46	80
46	81
46	85
46	87
46	88
46	90
46	93
46	96
46	99
46	101
46	102
46	118
46	121
46	125
46	130
46	132
46	135
46	145
46	153
46	161
46	181
46	217
46	225
46	262
46	272
46	301
46	314
46	331
46	356
46	373
46	380
46	382
46	386
46	410
46	454
46	501
46	508
46	550
46	562
46	579
46	720
46	744
46	829
46	830
46	839
46	913
46	976
46	1022
46	1149
46	1198
46	1221
46	1229
46	1278
46	1297
46	1521
46	1604
46	1629
46	1774
46	1828
46	2065
46	2146
46	2312
46	2400
46	2430
46	2445
46	2493
46	2552
46	2586
46	2606
46	2658
46	2903
47	84
47	86
47	87
47	88
47	93
47	94
47	99
